1	3
1	40
1	97
1	131
1	132
1	180
1	200
1	218
1	238
1	244
1	281
1	313
1	318
1	347
1	351
1	357
1	370
1	376
1	378
1	446
1	452
1	459
1	464
1	465
1	472
1	505
1	528
1	570
1	591
1	600
1	606
1	623
1	645
1	662
1	667
1	671
1	712
1	731
1	755
1	764
1	793
1	799
1	806
1	843
1	853
1	862
1	889
1	913
1	963
1	971
2	18
2	45
2	53
2	61
2	67
2	74
2	83
2	113
2	123
2	155
2	170
2	192
2	197
2	257
2	275
2	294
2	323
2	328
2	390
2	398
2	407
2	411
2	439
2	463
2	480
2	487
2	532
2	542
2	545
2	552
2	578
2	602
2	617
2	634
2	642
2	651
2	678
2	706
2	721
2	730
2	750
2	802
2	831
2	864
2	874
2	879
2	914
2	926
2	943
2	957
3	1
3	54
3	97
3	122
3	132
3	134
3	159
3	161
3	200
3	201
3	209
3	218
3	238
3	244
3	259
3	281
3	318
3	347
3	351
3	353
3	361
3	376
3	378
3	448
3	452
3	465
3	472
3	528
3	533
3	570
3	591
3	599
3	600
3	606
3	662
3	665
3	671
3	712
3	731
3	764
3	771
3	772
3	793
3	806
3	833
3	853
3	862
3	889
3	913
3	963
4	17
4	25
4	28
4	42
4	72
4	78
4	86
4	135
4	154
4	198
4	246
4	279
4	283
4	373
4	420
4	431
4	432
4	485
4	489
4	503
4	538
4	540
4	560
4	577
4	603
4	607
4	609
4	610
4	649
4	666
4	696
4	734
4	761
4	786
4	805
4	818
4	825
4	828
4	848
4	854
4	855
4	865
4	867
4	868
4	886
4	928
4	931
4	933
4	948
4	998
5	7
5	9
5	16
5	34
5	36
5	50
5	82
5	90
5	112
5	261
5	341
5	363
5	369
5	400
5	427
5	434
5	444
5	445
5	457
5	478
5	512
5	514
5	518
5	590
5	625
5	635
5	690
5	695
5	697
5	705
5	714
5	723
5	733
5	742
5	769
5	780
5	821
5	827
5	856
5	866
5	870
5	872
5	885
5	938
5	939
5	944
5	950
5	958
5	959
5	987
6	39
6	77
6	100
6	110
6	114
6	133
6	141
6	195
6	211
6	215
6	245
6	254
6	352
6	372
6	377
6	419
6	443
6	450
6	492
6	496
6	524
6	525
6	531
6	558
6	566
6	593
6	630
6	648
6	663
6	680
6	715
6	741
6	746
6	760
6	765
6	766
6	774
6	797
6	803
6	814
6	829
6	835
6	908
6	941
6	945
6	946
6	960
6	964
6	977
6	988
7	5
7	16
7	34
7	36
7	82
7	127
7	167
7	242
7	312
7	333
7	341
7	360
7	363
7	369
7	409
7	434
7	437
7	445
7	447
7	457
7	467
7	478
7	494
7	512
7	514
7	518
7	553
7	562
7	590
7	597
7	605
7	635
7	690
7	695
7	697
7	705
7	714
7	723
7	733
7	762
7	769
7	821
7	866
7	909
7	938
7	939
7	944
7	950
7	958
7	959
8	32
8	52
8	79
8	143
8	187
8	194
8	204
8	210
8	276
8	299
8	300
8	381
8	384
8	401
8	413
8	428
8	440
8	495
8	497
8	510
8	520
8	521
8	549
8	559
8	611
8	613
8	647
8	656
8	672
8	679
8	686
8	692
8	698
8	708
8	720
8	738
8	776
8	783
8	819
8	830
8	832
8	900
8	904
8	905
8	922
8	934
8	961
8	972
8	973
8	991
9	5
9	16
9	27
9	35
9	50
9	82
9	90
9	103
9	112
9	127
9	167
9	242
9	312
9	316
9	356
9	360
9	363
9	369
9	409
9	427
9	434
9	444
9	445
9	467
9	478
9	512
9	514
9	518
9	553
9	597
9	605
9	625
9	626
9	635
9	690
9	705
9	714
9	723
9	821
9	827
9	856
9	866
9	870
9	872
9	909
9	938
9	944
9	950
9	958
9	987
10	22
10	73
10	76
10	80
10	119
10	148
10	151
10	183
10	190
10	196
10	212
10	217
10	231
10	266
10	280
10	292
10	331
10	392
10	405
10	412
10	417
10	418
10	433
10	437
10	443
10	451
10	502
10	508
10	523
10	575
10	584
10	631
10	660
10	681
10	693
10	707
10	709
10	724
10	727
10	736
10	796
10	798
10	845
10	861
10	873
10	881
10	925
10	951
10	978
10	986
11	56
11	100
11	114
11	133
11	141
11	165
11	195
11	211
11	215
11	267
11	291
11	301
11	311
11	377
11	395
11	419
11	443
11	479
11	492
11	496
11	524
11	525
11	536
11	544
11	558
11	624
11	632
11	643
11	658
11	675
11	715
11	741
11	746
11	751
11	765
11	766
11	774
11	803
11	829
11	844
11	851
11	860
11	908
11	936
11	941
11	945
11	946
11	964
11	977
11	988
12	17
12	25
12	28
12	42
12	65
12	72
12	78
12	86
12	138
12	198
12	277
12	279
12	283
12	288
12	296
12	337
12	367
12	373
12	403
12	420
12	462
12	489
12	503
12	538
12	557
12	577
12	603
12	607
12	649
12	666
12	685
12	687
12	696
12	703
12	704
12	729
12	734
12	761
12	786
12	805
12	828
12	854
12	865
12	886
12	893
12	911
12	933
12	948
12	998
12	999
13	14
13	19
13	29
13	33
13	41
13	43
13	44
13	75
13	104
13	106
13	120
13	128
13	136
13	144
13	157
13	175
13	225
13	239
13	241
13	293
13	295
13	305
13	329
13	335
13	356
13	393
13	396
13	416
13	421
13	466
13	468
13	486
13	513
13	516
13	519
13	527
13	589
13	622
13	636
13	637
13	758
13	791
13	801
13	820
13	876
13	897
13	899
13	927
13	937
13	949
14	13
14	19
14	33
14	43
14	44
14	75
14	92
14	104
14	106
14	112
14	120
14	136
14	146
14	149
14	157
14	176
14	205
14	225
14	239
14	241
14	264
14	293
14	295
14	305
14	307
14	329
14	334
14	335
14	375
14	387
14	393
14	416
14	421
14	474
14	481
14	486
14	513
14	519
14	622
14	637
14	683
14	688
14	719
14	747
14	758
14	759
14	820
14	921
14	949
14	975
15	26
15	47
15	48
15	68
15	71
15	105
15	107
15	137
15	142
15	168
15	178
15	184
15	207
15	229
15	233
15	240
15	286
15	339
15	342
15	371
15	388
15	406
15	410
15	426
15	483
15	535
15	574
15	576
15	587
15	604
15	674
15	702
15	716
15	718
15	726
15	754
15	770
15	809
15	812
15	813
15	834
15	841
15	857
15	880
15	917
15	920
15	954
15	966
15	984
15	992
16	5
16	7
16	9
16	34
16	35
16	36
16	50
16	90
16	167
16	181
16	269
16	312
16	360
16	363
16	369
16	409
16	427
16	434
16	444
16	445
16	447
16	467
16	478
16	494
16	512
16	514
16	518
16	553
16	562
16	590
16	597
16	625
16	635
16	673
16	676
16	697
16	735
